Associated Gene Name	Gene Start (bp)	Gene End (bp)	MIM Morbid Accession	MIM Morbid Description	Ensembl Gene ID	Description	Gene type
RPS3AP24	141082666	141083399			ENSG00000217684	ribosomal protein S3a pseudogene 24 [Source:HGNC Symbol;Acc:36267]	pseudogene
RP11-135M8__A.1	73232343	73232940			ENSG00000217483		pseudogene
XXbac-BCX196D17.5	29091987	29096685			ENSG00000227206		lincRNA
OR2N1P	29105657	29106593			ENSG00000203492	olfactory receptor, family 2, subfamily N, member 1 pseudogene [Source:HGNC Symbol;Acc:8271]	pseudogene
RP3-474G15.1	73308179	73309362			ENSG00000181514		pseudogene
KCNQ5-IT1	73340223	73388282			ENSG00000233844	KCNQ5 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:41354]	sense_intronic
MIR4282	73677410	73677476			ENSG00000266180	microRNA 4282 [Source:HGNC Symbol;Acc:38189]	miRNA
RP3-460G2.2	141167095	141174061			ENSG00000234147		lincRNA
OR2J4P	29149287	29150222			ENSG00000224233	olfactory receptor, family 2, subfamily J, member 4 pseudogene [Source:HGNC Symbol;Acc:8262]	pseudogene
RP11-471B18.1	141243594	141244047			ENSG00000216548		pseudogene
KNOP1P4	73696036	73697473			ENSG00000232422	lysine-rich nucleolar protein 1 pseudogene 4 [Source:HGNC Symbol;Acc:48922]	pseudogene
OR2H4P	29183013	29183956			ENSG00000230598	olfactory receptor, family 2, subfamily H, member 4 pseudogene [Source:HGNC Symbol;Acc:8255]	pseudogene
RP11-63E9.1	141768148	141772143			ENSG00000259828		lincRNA
RN7SKP106	141807278	141807549			ENSG00000222764	RNA, 7SK small nuclear pseudogene 106 [Source:HGNC Symbol;Acc:45830]	misc_RNA
PGAM1P10	73764820	73765580			ENSG00000220515	phosphoglycerate mutase 1 pseudogene 10 [Source:HGNC Symbol;Acc:42457]	pseudogene
XXbac-BPG308J9.3	29191750	29258217			ENSG00000232505		lincRNA
RPS3AP23	141956787	141957640			ENSG00000218351	ribosomal protein S3a pseudogene 23 [Source:HGNC Symbol;Acc:36767]	pseudogene
KCNQ5-AS1	73844526	73853237			ENSG00000229154	KCNQ5 antisense RNA 1 [Source:HGNC Symbol;Acc:40323]	antisense
OR2G1P	29197004	29197934			ENSG00000213911	olfactory receptor, family 2, subfamily G, member 1 pseudogene [Source:HGNC Symbol;Acc:8251]	pseudogene
OR2U1P	29230480	29231856			ENSG00000204697	olfactory receptor, family 2, subfamily U, member 1 pseudogene [Source:HGNC Symbol;Acc:8278]	pseudogene
RP11-257K9.3	73867240	73867862			ENSG00000234025		pseudogene
KHDC1P1	73918806	73919803			ENSG00000251360	KH homology domain containing 1 pseudogene 1 [Source:HGNC Symbol;Acc:43757]	pseudogene
OR2U2P	29236239	29237198			ENSG00000242524	olfactory receptor, family 2, subfamily U, member 2 pseudogene [Source:HGNC Symbol;Acc:8279]	pseudogene
OR2B4P	29258488	29259430			ENSG00000197171	olfactory receptor, family 2, subfamily B, member 4 pseudogene [Source:HGNC Symbol;Acc:8239]	pseudogene
RP11-137J7.3	142383854	142384190			ENSG00000270983		pseudogene
AC019205.1	73972731	73972807			ENSG00000263378		miRNA
RP11-137J7.2	142409370	142410356			ENSG00000236822		antisense
RP11-753B14.1	142572984	142580769			ENSG00000237494		lincRNA
RP11-398K22.12	73972938	74011124			ENSG00000229852		antisense
DDX6P1	29297403	29298838			ENSG00000230056	DEAD (Asp-Glu-Ala-Asp) box helicase 6 pseudogene 1 [Source:HGNC Symbol;Acc:13948]	pseudogene
AL360007.1	142583780	142583871			ENSG00000266843		miRNA
RP11-440G9.1	142847592	142959026			ENSG00000236366		lincRNA
UBDP1	29432373	29437583			ENSG00000225797	ubiquitin D pseudogene 1 [Source:HGNC Symbol;Acc:18796]	pseudogene
RP1-67K17.3	143069580	143074896			ENSG00000233138		antisense
RPSAP41	74000126	74000985			ENSG00000239626	ribosomal protein SA pseudogene 41 [Source:HGNC Symbol;Acc:36663]	pseudogene
RP1-67K17.4	143109260	143115223			ENSG00000237851		lincRNA
MAS1LP1	29442802	29443848			ENSG00000230164	MAS1 oncogene-like pseudogene 1 [Source:HGNC Symbol;Acc:33448]	pseudogene
RP11-439L18.2	143267184	143277835			ENSG00000224460		lincRNA
RPS17P1	29457048	29457453			ENSG00000213900	ribosomal protein S17 pseudogene 1 [Source:HGNC Symbol;Acc:13982]	pseudogene
RP11-439L18.1	143271348	143277783			ENSG00000232618		lincRNA
EIF3EP1	74001685	74003000			ENSG00000234882	eukaryotic translation initiation factor 3, subunit E pseudogene 1 [Source:HGNC Symbol;Acc:6102]	pseudogene
DAAM2	39760142	39872648			ENSG00000146122	dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:18143]	protein_coding
XXbac-BPG13B8.10	29465286	29478333			ENSG00000229274		lincRNA
RP11-439L18.3	143287558	143359214			ENSG00000229017		antisense
SDCBP2P1	74032560	74033173			ENSG00000223389	syndecan binding protein (syntenin) 2 pseudogene 1 [Source:HGNC Symbol;Acc:44685]	pseudogene
PAICSP3	74037247	74038740			ENSG00000226840	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 3 [Source:HGNC Symbol;Acc:38096]	pseudogene
LINC01015	29497197	29501345			ENSG00000224582	long intergenic non-protein coding RNA 1015 [Source:HGNC Symbol;Acc:48988]	antisense
RP1-45I4.3	143360562	143363461			ENSG00000227192		antisense
RP1-45I4.2	143415171	143420782			ENSG00000225752		antisense
OOEP-AS1	74079427	74097440			ENSG00000231332	OOEP antisense RNA 1 [Source:HGNC Symbol;Acc:39192]	antisense
RPL39P3	74082831	74082986			ENSG00000235174	ribosomal protein L39 pseudogene 3 [Source:HGNC Symbol;Acc:21383]	pseudogene
RP1-95L4.2	143619907	143620691			ENSG00000217495		pseudogene
GPR53P	29505481	29506564			ENSG00000229281	G protein-coupled receptor 53, pseudogene [Source:HGNC Symbol;Acc:4509]	pseudogene
OR2I1P	29520996	29521943			ENSG00000237988	olfactory receptor, family 2, subfamily I, member 1 pseudogene [Source:HGNC Symbol;Acc:8258]	pseudogene
RPS6P8	74100761	74101490			ENSG00000224221	ribosomal protein S6 pseudogene 8 [Source:HGNC Symbol;Acc:36999]	pseudogene
OR2H5P	29541686	29542613			ENSG00000232173	olfactory receptor, family 2, subfamily H, member 5 pseudogene [Source:HGNC Symbol;Acc:8256]	pseudogene
snoU13	74103636	74103736			ENSG00000238464	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	snoRNA
AC019205.2	74142707	74142807			ENSG00000266346		miRNA
TMEM183AP1	29545236	29545525			ENSG00000227609	transmembrane protein 183A pseudogene 1 [Source:HGNC Symbol;Acc:33458]	pseudogene
RP1-95L4.3	143648412	143648792			ENSG00000216642		pseudogene
RNU6-975P	74173796	74173900			ENSG00000207023	RNA, U6 small nuclear 975, pseudogene [Source:HGNC Symbol;Acc:47938]	snRNA
AL603910.1	74186781	74186865			ENSG00000264609		miRNA
Metazoa_SRP	74197315	74197600			ENSG00000271986	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	misc_RNA
RP11-505P4.6	74201748	74202465			ENSG00000223821		antisense
SNORD32B	29550026	29550109			ENSG00000201330	small nucleolar RNA, C/D box 32B [Source:HGNC Symbol;Acc:32719]	snoRNA
RPL13AP	29550285	29550802			ENSG00000231301	ribosomal protein L13a pseudogene [Source:HGNC Symbol;Acc:13977]	pseudogene
RP11-505P4.7	74233341	74280319			ENSG00000229862		antisense
RP1-95L4.4	143663383	143664520			ENSG00000217648		pseudogene
RP11-505P4.5	74236467	74236602			ENSG00000223967		pseudogene
SUMO2P1	29603837	29604120			ENSG00000235238	SUMO2 pseudogene 1 [Source:HGNC Symbol;Acc:13985]	pseudogene
RPS27P15	74328069	74328320			ENSG00000218459	ribosomal protein S27 pseudogene 15 [Source:HGNC Symbol;Acc:35863]	pseudogene
RP1-20N2.7	143707718	143708546			ENSG00000270655		pseudogene
RP11-553A21.3	74403626	74405854			ENSG00000231652		antisense
ZDHHC20P1	29675902	29676324			ENSG00000233916	zinc finger, DHHC-type containing 20 pseudogene 1 [Source:HGNC Symbol;Acc:33456]	pseudogene
TUBB8P2	143757353	143757847			ENSG00000218896	tubulin beta 8 class VIII pseudogene 2 [Source:HGNC Symbol;Acc:42334]	pseudogene
HCG4P11	29690758	29691748			ENSG00000225864	HLA complex group 4 pseudogene 11 [Source:HGNC Symbol;Acc:22930]	pseudogene
RNA5SP221	143770946	143771048			ENSG00000223203	RNA, 5S ribosomal pseudogene 221 [Source:HGNC Symbol;Acc:43121]	rRNA
TXNP7	74714236	74714528			ENSG00000217268	thioredoxin pseudogene 7 [Source:HGNC Symbol;Acc:49487]	pseudogene
HLA-F-AS1	29694378	29716826			ENSG00000214922	HLA-F antisense RNA 1 [Source:HGNC Symbol;Acc:26645]	processed_transcript
RP1-20N2.6	143806116	143828464			ENSG00000229036		antisense
STK38	36461669	36515247			ENSG00000112079	serine/threonine kinase 38 [Source:HGNC Symbol;Acc:17847]	protein_coding
RP11-554D15.1	74779167	75400443			ENSG00000223786		lincRNA
VDAC1P8	143811652	143812504			ENSG00000241847	voltage-dependent anion channel 1 pseudogene 8 [Source:HGNC Symbol;Acc:37483]	pseudogene
RP11-9G10.1	74991982	74992376			ENSG00000217178		pseudogene
RP11-436I24.1	143875462	143883168			ENSG00000235740		antisense
RP11-554D15.3	75239964	75443995			ENSG00000272243		lincRNA
RPL23AP1	29694446	29694916			ENSG00000239257	ribosomal protein L23a pseudogene 1 [Source:HGNC Symbol;Acc:10318]	pseudogene
RP3-468K18.6	144179199	144179826			ENSG00000270890		pseudogene
MICE	29709508	29716746			ENSG00000273340	MHC class I polypeptide-related sequence E (pseudogene) [Source:HGNC Symbol;Acc:7094]	pseudogene
MYCT1	153019030	153045702			ENSG00000120279	myc target 1 [Source:HGNC Symbol;Acc:23172]	protein_coding
RP11-554D15.2	75320165	75320431			ENSG00000218483		pseudogene
RP3-340H11.2	144357755	144358841			ENSG00000217231		pseudogene
RP11-554D15.4	75352100	75361718			ENSG00000224583		lincRNA
AL031390.1	144438986	144439062			ENSG00000256014		pseudogene
AL590684.1	75429462	75429559			ENSG00000264884		miRNA
MRPL42P3	144457587	144457912			ENSG00000219297	mitochondrial ribosomal protein L42 pseudogene 3 [Source:HGNC Symbol;Acc:29712]	pseudogene
RP11-560O20.1	75558793	75560200			ENSG00000219736		pseudogene
RNF144B	18368779	18469105			ENSG00000137393	ring finger protein 144B [Source:HGNC Symbol;Acc:21578]	protein_coding
RP1-234P15.4	75994730	76006719			ENSG00000225793		lincRNA
TPT1P4	144521584	144522102			ENSG00000217027	tumor protein, translationally-controlled 1 pseudogene 4 [Source:HGNC Symbol;Acc:49298]	pseudogene
HCG9P5	29716066	29716290			ENSG00000227758	HLA complex group 9 pseudogene 5 [Source:HGNC Symbol;Acc:30983]	pseudogene
RP1-91J24.1	144578170	144578760			ENSG00000216475		pseudogene
HMGB1P39	76028817	76029696			ENSG00000203489	high mobility group box 1 pseudogene 39 [Source:HGNC Symbol;Acc:39186]	pseudogene
Y_RNA	29718148	29718249			ENSG00000199290	Y RNA [Source:RFAM;Acc:RF00019]	misc_RNA
IFITM4P	29718506	29718925			ENSG00000235821	interferon induced transmembrane protein 4 pseudogene [Source:HGNC Symbol;Acc:21669]	pseudogene
RP1-91J24.3	144632835	144654437			ENSG00000225311		antisense
XXbac-BPG170G13.32	29719742	29719984			ENSG00000272236		lincRNA
RP11-106E7.1	144719095	144719888			ENSG00000219409		pseudogene
VIP	153071933	153080900			ENSG00000146469	vasoactive intestinal peptide [Source:HGNC Symbol;Acc:12693]	protein_coding
XXbac-BPG170G13.31	29731035	29731169			ENSG00000270896		pseudogene
RP11-415D17.3	76066930	76096096			ENSG00000237174		antisense
HLA-V	29758731	29765588			ENSG00000181126	major histocompatibility complex, class I, V (pseudogene) [Source:HGNC Symbol;Acc:23482]	pseudogene
RP11-277I20.2	145027869	145028183			ENSG00000217195		pseudogene
RP11-277I20.3	145029242	145029633			ENSG00000220739		pseudogene
AL356739.1	145669894	145669985			ENSG00000221796		miRNA
U3	76108577	76108783			ENSG00000221332	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	snoRNA
MIR4463	76138123	76138189			ENSG00000263533	microRNA 4463 [Source:HGNC Symbol;Acc:41665]	miRNA
RNU1-33P	145784374	145784535			ENSG00000201119	RNA, U1 small nuclear 33, pseudogene [Source:HGNC Symbol;Acc:48375]	snRNA
RP11-415D17.4	76164660	76168616			ENSG00000238156		lincRNA
RP1-28C20.1	145810766	145813228			ENSG00000217612		pseudogene
ZNF318	43274872	43337216			ENSG00000171467	zinc finger protein 318 [Source:HGNC Symbol;Acc:13578]	protein_coding
RP11-415D17.1	76174839	76175286			ENSG00000217680		pseudogene
TMEM151B	44238203	44275243			ENSG00000178233	transmembrane protein 151B [Source:HGNC Symbol;Acc:21315]	protein_coding
HCG4	29758816	29760850			ENSG00000176998	HLA complex group 4 (non-protein coding) [Source:HGNC Symbol;Acc:21241]	pseudogene
RNU1-34P	76183454	76183610			ENSG00000201291	RNA, U1 small nuclear 34, pseudogene [Source:HGNC Symbol;Acc:48376]	snRNA
RP3-466P17.1	146056706	146058354			ENSG00000270638		lincRNA
RPL26P20	76209421	76209852			ENSG00000219722	ribosomal protein L26 pseudogene 20 [Source:HGNC Symbol;Acc:35933]	pseudogene
RP3-466P17.2	146058047	146058309			ENSG00000270828		lincRNA
HLA-P	29768192	29770202			ENSG00000261548	major histocompatibility complex, class I, P (pseudogene) [Source:HGNC Symbol;Acc:21196]	pseudogene
RP11-474L11.3	76295838	76296177			ENSG00000220730		pseudogene
RP11-545I5.3	146136048	146207721			ENSG00000235652		antisense
NHSL1	138743180	139013708			ENSG00000135540	NHS-like 1 [Source:HGNC Symbol;Acc:21021]	protein_coding
RNU6-1338P	76302771	76302861			ENSG00000252137	RNA, U6 small nuclear 1338, pseudogene [Source:HGNC Symbol;Acc:48301]	snRNA
RP11-474L11.5	76320674	76321661			ENSG00000217488		pseudogene
FUNDC2P3	146492451	146492983			ENSG00000187103	FUN14 domain containing 2 pseudogene 3 [Source:HGNC Symbol;Acc:37970]	pseudogene
RPL7AP7	29770972	29771768			ENSG00000213880	ribosomal protein L7a pseudogene 7 [Source:HGNC Symbol;Acc:21395]	pseudogene
RNU6-1016P	76353800	76353893			ENSG00000252498	RNA, U6 small nuclear 1016, pseudogene [Source:HGNC Symbol;Acc:47979]	snRNA
RN7SKP163	76364686	76365015			ENSG00000200091	RNA, 7SK small nuclear pseudogene 163 [Source:HGNC Symbol;Acc:45887]	misc_RNA
RNA5SP222	146661556	146661660			ENSG00000222971	RNA, 5S ribosomal pseudogene 222 [Source:HGNC Symbol;Acc:43122]	rRNA
RNU6-155P	76477776	76477875			ENSG00000252156	RNA, U6 small nuclear 155, pseudogene [Source:HGNC Symbol;Acc:47118]	snRNA
MICG	29780342	29780473			ENSG00000237042	MHC class I polypeptide-related sequence G (pseudogene) [Source:HGNC Symbol;Acc:16802]	pseudogene
RP1-69B13.2	146686067	146686630			ENSG00000216811		pseudogene
RNA5SP209	76574956	76575052			ENSG00000223169	RNA, 5S ribosomal pseudogene 209 [Source:HGNC Symbol;Acc:43109]	rRNA
HCG4P8	29795162	29796141			ENSG00000229142	HLA complex group 4 pseudogene 8 [Source:HGNC Symbol;Acc:22927]	pseudogene
snoU13	76575681	76575783			ENSG00000239132	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	snoRNA
Y_RNA	76638230	76638342			ENSG00000200040	Y RNA [Source:RFAM;Acc:RF00019]	misc_RNA
RP11-715G15.1	146915652	146920067			ENSG00000237468		lincRNA
MICF	29820140	29820268			ENSG00000233265	MHC class I polypeptide-related sequence F (pseudogene) [Source:HGNC Symbol;Acc:16801]	pseudogene
RNU6-248P	76802551	76802657			ENSG00000222652	RNA, U6 small nuclear 248, pseudogene [Source:HGNC Symbol;Acc:47211]	snRNA
HCG4P7	29855071	29856045			ENSG00000230521	HLA complex group 4 pseudogene 7 [Source:HGNC Symbol;Acc:22926]	pseudogene
RNU6-261P	77156705	77156806			ENSG00000238697	RNA, U6 small nuclear 261, pseudogene [Source:HGNC Symbol;Acc:47224]	snRNA
RP11-35J1.1	77232168	77303340			ENSG00000236635		lincRNA
RNU6-734P	146960836	146960905			ENSG00000207465	RNA, U6 small nuclear 734, pseudogene [Source:HGNC Symbol;Acc:47697]	snRNA
HLA-H	29855350	29858259			ENSG00000206341	major histocompatibility complex, class I, H (pseudogene) [Source:HGNC Symbol;Acc:4965]	pseudogene
U6	77267370	77267471			ENSG00000272445	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
KATNBL1P6	147123495	147124960			ENSG00000228283	katanin p80 subunit B-like 1 pseudogene 6 [Source:HGNC Symbol;Acc:49056]	pseudogene
RP11-354K4.1	77370203	77372487			ENSG00000231762		pseudogene
SRSF3	36562145	36573377			ENSG00000112081	serine/arginine-rich splicing factor 3 [Source:HGNC Symbol;Acc:10785]	protein_coding
RP11-354K4.2	77484700	77485577			ENSG00000271945		lincRNA
RPS6P7	78205836	78206388			ENSG00000219253	ribosomal protein S6 pseudogene 7 [Source:HGNC Symbol;Acc:36092]	pseudogene
HLA-T	29864431	29865563			ENSG00000231130	major histocompatibility complex, class I, T (pseudogene) [Source:HGNC Symbol;Acc:23478]	pseudogene
STXBP5-AS1	147163037	147525750			ENSG00000233452	STXBP5 antisense RNA 1 [Source:HGNC Symbol;Acc:44183]	antisense
DDX39BP1	29874320	29874686			ENSG00000233677	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B pseudogene 1 [Source:HGNC Symbol;Acc:33450]	pseudogene
MCCD1P1	29875560	29876422			ENSG00000235963	mitochondrial coiled-coil domain 1 pseudogene 1 [Source:HGNC Symbol;Acc:33449]	pseudogene
SNORD112	78646918	78646988			ENSG00000252932	Small nucleolar RNA SNORD112 [Source:RFAM;Acc:RF01169]	snoRNA
RP3-390M24.1	79314184	79315753			ENSG00000230309		lincRNA
HCG4B	29893760	29894750			ENSG00000227262	HLA complex group 4B (non-protein coding) [Source:HGNC Symbol;Acc:22919]	pseudogene
RP11-173D14.3	79519432	79523020			ENSG00000229495		lincRNA
HLA-K	29894236	29897009			ENSG00000230795	major histocompatibility complex, class I, K (pseudogene) [Source:HGNC Symbol;Acc:4969]	pseudogene
AL356776.1	79671213	79671289			ENSG00000251969		miRNA
RP11-477E3.2	79777409	79777855			ENSG00000217512		pseudogene
HMGN3-AS1	79943435	79946514			ENSG00000270362	HMGN3 antisense RNA 1 [Source:HGNC Symbol;Acc:48984]	antisense
HLA-U	29901878	29902063			ENSG00000228078	major histocompatibility complex, class I, U (pseudogene) [Source:HGNC Symbol;Acc:23477]	pseudogene
RP11-46B11.2	79987822	79988144			ENSG00000220154		pseudogene
HCG4P5	29909852	29910844			ENSG00000227766	HLA complex group 4 pseudogene 5 [Source:HGNC Symbol;Acc:22925]	pseudogene
HLA-W	29924373	29926347			ENSG00000235290	major histocompatibility complex, class I, W (pseudogene) [Source:HGNC Symbol;Acc:23425]	pseudogene
Y_RNA	80011680	80011783			ENSG00000201464	Y RNA [Source:RFAM;Acc:RF00019]	misc_RNA
RP3-508D13.1	80036285	80036924			ENSG00000217786		pseudogene
MICD	29938578	29940241			ENSG00000229390	MHC class I polypeptide-related sequence D (pseudogene) [Source:HGNC Symbol;Acc:7093]	pseudogene
RP1-232L24.2	80064160	80064430			ENSG00000218029		pseudogene
RP1-232L24.4	80115957	80116491			ENSG00000262048		pseudogene
HCG9	29942889	29946183			ENSG00000204625	HLA complex group 9 (non-protein coding) [Source:HGNC Symbol;Acc:21243]	lincRNA
RP1-232L24.3	80130014	80131022			ENSG00000231533		lincRNA
RP11-497D6.3	147180317	147184217			ENSG00000227748		lincRNA
RP11-497D6.5	147269664	147272295			ENSG00000272397		lincRNA
RP3-337D23.3	147480061	147502128			ENSG00000196634		lincRNA
DBIP1	80146625	80146884			ENSG00000218748	diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein) pseudogene 1 [Source:HGNC Symbol;Acc:2692]	pseudogene
DDX39BP2	29960986	29961382			ENSG00000238024	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B pseudogene 2 [Source:HGNC Symbol;Acc:33461]	pseudogene
RP11-361F15.2	147708800	147711601			ENSG00000225135		lincRNA
MCCD1P2	29962214	29963091			ENSG00000224312	mitochondrial coiled-coil domain 1 pseudogene 2 [Source:HGNC Symbol;Acc:33462]	pseudogene
RP11-342L8.2	80262511	80262877			ENSG00000261970		pseudogene
YAP1P1	147728025	147729417			ENSG00000220494	Yes-associated protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:38016]	pseudogene
RP11-177G23.2	80270849	80271319			ENSG00000272137		lincRNA
RP1-159G19.1	80513300	80516942			ENSG00000235357		lincRNA
AL132875.1	80536510	80536602			ENSG00000221470		miRNA
FBXO5	153291664	153304714			ENSG00000112029	F-box protein 5 [Source:HGNC Symbol;Acc:13584]	protein_coding
RP1-92C4.1	80564401	80565349			ENSG00000220918		pseudogene
RP11-307P5.1	147981839	148275073			ENSG00000227681		lincRNA
ZNRD1-AS1	29968788	30029417			ENSG00000204623	ZNRD1 antisense RNA 1 [Source:HGNC Symbol;Acc:13924]	antisense
RP1-92C4.2	80581590	80584327			ENSG00000233835		lincRNA
GAPDHP63	80662722	80663728			ENSG00000218582	glyceraldehyde 3 phosphate dehydrogenase pseudogene 63 [Source:HGNC Symbol;Acc:4157]	pseudogene
ADAT2	143743969	143771810			ENSG00000189007	adenosine deaminase, tRNA-specific 2 [Source:HGNC Symbol;Acc:21172]	protein_coding
RPL35AP18	80673932	80674236			ENSG00000220311	ribosomal protein L35a pseudogene 18 [Source:HGNC Symbol;Acc:36812]	pseudogene
RP11-296E7.1	80774003	80779916			ENSG00000218418		pseudogene
AK4P5	80787446	80788079			ENSG00000217377	adenylate kinase 4 pseudogene 5 [Source:HGNC Symbol;Acc:39068]	pseudogene
RP11-307P5.2	148062570	148064460			ENSG00000226249		lincRNA
C6orf229	24797549	24799117			ENSG00000260286	chromosome 6 open reading frame 229 [Source:HGNC Symbol;Acc:49394]	protein_coding
