Associated Gene Name	Gene Start (bp)	Gene End (bp)	MIM Morbid Description	MIM Morbid Accession	Ensembl Gene ID
GTF3C6	111279763	111289093			ENSG00000155115
RPF2	111303218	111349466			ENSG00000197498
KLC4	43008515	43042837			ENSG00000137171
SLC16A10	111408781	111552397			ENSG00000112394
RWDD2A	83903098	83908651			ENSG00000013392
WRNIP1	2765648	2787186			ENSG00000124535
KIAA1919	111580551	111592370			ENSG00000173214
ME1	83920108	84140797			ENSG00000065833
SERPINB1	2832566	2842240			ENSG00000021355
ZFP57	29640169	29648887	 DIABETES MELLITUS, TRANSIENT NEONATAL, 1	601410	ENSG00000204644
PRSS35	84222194	84235423			ENSG00000146250
SERPINB9	2887500	2903514			ENSG00000170542
HLA-F	29690552	29706305			ENSG00000204642
REV3L	111620234	111804918			ENSG00000009413
MRPL2	43021767	43027544			ENSG00000112651
SKIV2L	31926857	31937532	 TRICHOHEPATOENTERIC SYNDROME 2; THES2	614602	ENSG00000204351
SNAP91	84262599	84419410			ENSG00000065609
SERPINB6	2948393	2972090	 DEAFNESS, AUTOSOMAL RECESSIVE 91; DFNB91	613453	ENSG00000124570
PTK7	43044006	43129457			ENSG00000112655
NQO2	2988221	3019996			ENSG00000124588
HLA-G	29794744	29798902			ENSG00000204632
RIPK1	3064225	3115421			ENSG00000137275
TRAF3IP2	111877657	111927481	 PSORIASIS SUSCEPTIBILITY 13; PSORS13	614070	ENSG00000056972
BPHL	3118608	3153812			ENSG00000137274
HLA-A	29909037	29913661	 SEVERE CUTANEOUS ADVERSE REACTION, SUSCEPTIBILITY TO	608579	ENSG00000206503
DXO	31937587	31940069			ENSG00000204348
TUBB2A	3153903	3157760			ENSG00000137267
SRF	43139037	43149243			ENSG00000112658
STK19	31938868	31950598			ENSG00000204344
FYN	111981535	112194655			ENSG00000010810
CUL9	43149913	43192325			ENSG00000112659
RIPPLY2	84562985	84567234			ENSG00000203877
CYB5R4	84569362	84677143			ENSG00000065615
ZNRD1	30026676	30032686			ENSG00000066379
WISP3	112375275	112392171	 ARTHROPATHY, PROGRESSIVE PSEUDORHEUMATOID, OF CHILDHOOD; PPAC	208230	ENSG00000112761
TUBB2B	3224495	3231964	 POLYMICROGYRIA, SYMMETRIC OR ASYMMETRIC; PMGYSA	610031	ENSG00000137285
PPP1R11	30034486	30038110			ENSG00000204619
MRAP2	84743475	84800600			ENSG00000135324
C4A	31949801	31970458	 COMPLEMENT COMPONENT 4A DEFICIENCY; C4AD	614380	ENSG00000244731
C4A	31949801	31970458	 BLOOD GROUP, CHIDO/RODGERS SYSTEM	614374	ENSG00000244731
C4A	31949801	31970458	 SYSTEMIC LUPUS ERYTHEMATOSUS; SLE	152700	ENSG00000244731
C4A	31949801	31970458	 COMPLEMENT COMPONENT 4, PARTIAL DEFICIENCY OF	120790	ENSG00000244731
KIAA1009	84833960	84937353			ENSG00000135315
TUBE1	112391980	112408732			ENSG00000074935
BEND6	56819773	56892140			ENSG00000151917
RNF39	30038043	30043664			ENSG00000204618
FAM229B	112408802	112423993			ENSG00000203778
KIAA1586	56911347	56920023			ENSG00000168116
PSMG4	3231637	3303607			ENSG00000180822
ZNF451	56951642	57035105			ENSG00000112200
LAMA4	112429963	112576141	 CARDIOMYOPATHY, DILATED, 1JJ; CMD1JJ	615235	ENSG00000112769
TBX18	85397069	85474237			ENSG00000112837
NT5E	86159809	86205500	 CALCIFICATION OF JOINTS AND ARTERIES; CALJA	211800	ENSG00000135318
SLC22A23	3269196	3457256			ENSG00000137266
TRIM31	30070674	30080883			ENSG00000204616
BAG2	57037124	57054631			ENSG00000112208
RAB23	57053607	57087078	 CARPENTER SYNDROME 1; CRPT1	201000	ENSG00000112210
TRIM40	30103885	30116512			ENSG00000204614
TRIM10	30119722	30128711			ENSG00000204613
MTRNR2L9	62284008	62284534			ENSG00000255633
KHDRBS2	62389865	62996132			ENSG00000112232
SNX14	86215214	86303874			ENSG00000135317
FKBP1C	63921351	63922929			ENSG00000198225
LGSN	63985856	64029882			ENSG00000146166
PTP4A1	64231666	64293492			ENSG00000112245
RFPL4B	112668532	112672498			ENSG00000251258
MARCKS	114178541	114184648			ENSG00000155130
HDAC2	114254192	114332472			ENSG00000196591
PXDC1	3722848	3752260			ENSG00000168994
FAM50B	3849620	3851551			ENSG00000145945
TRIM15	30130993	30140473			ENSG00000204610
C6ORF50	3982909	3984372			ENSG00000145965
PRPF4B	4021501	4065217			ENSG00000112739
TRIM26	30152232	30181204			ENSG00000234127
PHF3	64345725	64489229			ENSG00000118482
TRIM39	30294256	30311506			ENSG00000204599
AL645922.1	31973945	31974881			ENSG00000268923
HS3ST5	114376750	114664209			ENSG00000249853
C4B	31982539	32003195	 COMPLEMENT COMPONENT 4B DEFICIENCY; C4BD	614379	ENSG00000224389
C4B	31982539	32003195	 BLOOD GROUP, CHIDO/RODGERS SYSTEM	614374	ENSG00000224389
C4B	31982539	32003195	 SYSTEMIC LUPUS ERYTHEMATOSUS; SLE	152700	ENSG00000224389
FRK	116252312	116381921			ENSG00000111816
EYS	64429876	66417118	 RETINITIS PIGMENTOSA 25; RP25	602772	ENSG00000188107
NT5DC1	116422012	116570660			ENSG00000178425
COL10A1	116440086	116479910	 METAPHYSEAL CHONDRODYSPLASIA, SCHMID TYPE; MCDS	156500	ENSG00000123500
AL121963.1	116442320	116443093			ENSG00000234188
TSPYL4	116571151	116575261			ENSG00000187189
DSE	116575336	116762424			ENSG00000111817
TRIM39-RPP21	30297359	30314631			ENSG00000248167
FAM217A	4049668	4087578			ENSG00000145975
TSPYL1	116597741	116601066	 SUDDEN INFANT DEATH WITH DYSGENESIS OF THE TESTES SYNDROME; SIDDT	608800	ENSG00000189241
RP11-321N4.5	86267696	86324952			ENSG00000271793
FAM26F	116782533	116784934			ENSG00000188820
SYNCRIP	86318053	86353510			ENSG00000135316
RPP21	30312908	30314661			ENSG00000241370
TRAPPC3L	116816152	116866773			ENSG00000173626
C6orf201	4079440	4131185			ENSG00000185689
FAM26E	116832809	116845955			ENSG00000178033
FAM26D	116850174	116880031			ENSG00000164451
HLA-E	30457244	30461982			ENSG00000204592
ECI2	4115923	4135831			ENSG00000198721
RWDD1	116892530	116918838			ENSG00000111832
GNL1	30509154	30524951			ENSG00000204590
RSPH4A	116937642	116954148	 CILIARY DYSKINESIA, PRIMARY, 11; CILD11	612649	ENSG00000111834
BAI3	69345259	70099403			ENSG00000135298
HTR1E	87647024	87726349			ENSG00000168830
CGA	87795216	87804824			ENSG00000135346
CYP21A2	32006042	32009447	 ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 21-HYDROXYLASE DEFICIENCY	201910	ENSG00000231852
ZNF292	87862551	87973914			ENSG00000188994
ZUFSP	116956781	116989957			ENSG00000153975
LMBRD1	70385694	70507003	 METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblF TYPE	277380	ENSG00000168216
KPNA5	117002350	117063029			ENSG00000196911
GJB7	87992696	88038996			ENSG00000164411
SMIM8	88032301	88052043			ENSG00000111850
PRR3	30524663	30531500			ENSG00000204576
RP1-102H19.8	88032323	88109459			ENSG00000226524
C6orf163	88054567	88075181			ENSG00000203872
C6orf164	88106840	88109467			ENSG00000203871
C6ORF165	88117701	88174183			ENSG00000272514
FAM162B	117073363	117086886			ENSG00000183807
GPRC6A	117113248	117150200			ENSG00000173612
COL19A1	70576463	70919679			ENSG00000082293
RFX6	117198375	117253326	 PANCREATIC HYPOPLASIA, INTESTINAL ATRESIA, AND GALLBLADDER APLASIA	601346	ENSG00000185002
VGLL2	117586721	117594728			ENSG00000170162
TNXB	32008931	32083111	 EHLERS-DANLOS-LIKE SYNDROME DUE TO TENASCIN-X DEFICIENCY	606408	ENSG00000168477
TNXB	32008931	32083111	 EHLERS-DANLOS SYNDROME, TYPE III	130020	ENSG00000168477
ABCF1	30539153	30564956			ENSG00000204574
C6orf165	88117730	88221352			ENSG00000213204
CDYL	4706393	4955785			ENSG00000153046
SLC35A1	88180341	88222054	 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIf; CDG2F	603585	ENSG00000164414
RARS2	88224096	88299721	 PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6	611523	ENSG00000146282
COL9A1	70924764	71012786	 EPIPHYSEAL DYSPLASIA, MULTIPLE, 6; EDM6	614135	ENSG00000112280
COL9A1	70924764	71012786	 STICKLER SYNDROME, TYPE IV; STL4	614134	ENSG00000112280
ORC3	88299839	88377169			ENSG00000135336
RPP40	4994966	5004297			ENSG00000124787
ROS1	117609463	117747018			ENSG00000047936
GOPC	117639374	117923691			ENSG00000047932
PPP1R3G	5085720	5087455			ENSG00000219607
LYRM4	5102827	5261172			ENSG00000214113
DCBLD1	117774980	117891021			ENSG00000164465
PPP1R10	30568177	30586389			ENSG00000204569
AKIRIN2	88384790	88411927			ENSG00000135334
NUS1	117996665	118031803			ENSG00000153989
FARS2	5261277	5771813	 COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 14; COXPD14	614946	ENSG00000145982
SLC35F1	118228689	118638839			ENSG00000196376
CEP85L	118781935	119031238			ENSG00000111860
ATF6B	32065953	32096030			ENSG00000213676
MRPS18B	30585486	30594172			ENSG00000204568
SPACA1	88757507	88776550			ENSG00000118434
FAM135A	71122644	71270877			ENSG00000082269
CNR1	88849583	88876078			ENSG00000118432
ATAT1	30594619	30614600			ENSG00000137343
NRN1	5998232	6007200			ENSG00000124785
FKBPL	32096484	32098068			ENSG00000204315
PRRT1	32116136	32122150			ENSG00000204314
PLN	118869461	118881893	 CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 18; CMH18	613874	ENSG00000198523
PLN	118869461	118881893	 CARDIOMYOPATHY, DILATED, 1P; CMD1P	609909	ENSG00000198523
RNGTT	89319985	89673348			ENSG00000111880
MCM9	119134605	119256327			ENSG00000111877
F13A1	6144318	6321246	 FACTOR XIII, A SUBUNIT, DEFICIENCY OF	613225	ENSG00000124491
ASF1A	119215384	119230332			ENSG00000111875
PPT2	32121218	32134011			ENSG00000221988
FAM184A	119280928	119470552			ENSG00000111879
AL079342.1	89674246	89676685			ENSG00000203863
PNRC1	89790470	89794879			ENSG00000146278
SRSF12	89805678	89827800			ENSG00000154548
PM20D2	89855769	89875284			ENSG00000146281
GABRR1	89887220	89940997			ENSG00000146276
LY86	6588341	6655216			ENSG00000112799
C6orf57	71276620	71299272			ENSG00000154079
RREB1	7107830	7252213			ENSG00000124782
MAN1A1	119498374	119670926			ENSG00000111885
PPT2-EGFL8	32121622	32139755			ENSG00000258388
SMAP1	71377479	71571718			ENSG00000112305
GABRR2	89966927	90025018			ENSG00000111886
UBE2J1	90036344	90062567			ENSG00000198833
TBC1D32	121400640	121655891			ENSG00000146350
RRAGD	90074355	90121989			ENSG00000025039
B3GAT2	71566382	71666741			ENSG00000112309
OGFRL1	71998506	72018653			ENSG00000119900
ANKRD6	90142889	90343553			ENSG00000135299
EGFL8	32132360	32136058			ENSG00000241404
SSR1	7268539	7347679			ENSG00000124783
C6orf136	30614816	30620987			ENSG00000204564
AGPAT1	32135989	32145873			ENSG00000204310
GJA1	121756838	121770873	 ATRIOVENTRICULAR SEPTAL DEFECT 3; AVSD3	600309	ENSG00000152661
GJA1	121756838	121770873	 OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE	257850	ENSG00000152661
GJA1	121756838	121770873	 HYPOPLASTIC LEFT HEART SYNDROME 1; HLHS1	241550	ENSG00000152661
GJA1	121756838	121770873	 HALLERMANN-STREIFF SYNDROME; HSS	234100	ENSG00000152661
GJA1	121756838	121770873	 SYNDACTYLY, TYPE III	186100	ENSG00000152661
GJA1	121756838	121770873	 OCULODENTODIGITAL DYSPLASIA; ODDD	164200	ENSG00000152661
HSF2	122720691	122754264			ENSG00000025156
SERINC1	122764499	122792967			ENSG00000111897
PKIB	122793076	123047518			ENSG00000135549
LYRM2	90277863	90348472			ENSG00000083099
RNF5	32146131	32151930			ENSG00000204308
FABP7	123100620	123105219			ENSG00000164434
DHX16	30620896	30640814			ENSG00000204560
MDN1	90352218	90529442			ENSG00000112159
SMPDL3A	123110315	123130865			ENSG00000172594
CLVS2	123317116	123394072			ENSG00000146352
TRDN	123537483	123958238			ENSG00000186439
AGER	32148745	32152101			ENSG00000204305
CAGE1	7326889	7389976			ENSG00000164304
RIMS1	72596406	73112845	 CONE-ROD DYSTROPHY 7; CORD7	603649	ENSG00000079841
PPP1R18	30644166	30655672			ENSG00000146112
NRM	30655824	30659197			ENSG00000137404
NKAIN2	124125286	125146803			ENSG00000188580
RNF217	125283691	125413779			ENSG00000146373
RIOK1	7389729	7418270			ENSG00000124784
GJA10	90604188	90605839			ENSG00000135355
BACH2	90636248	91006627			ENSG00000112182
TPD52L1	125440195	125585553			ENSG00000111907
MAP3K7	91223292	91296764			ENSG00000135341
MDC1	30667584	30685666			ENSG00000137337
PBX2	32152512	32157963			ENSG00000204304
HDDC2	125541108	125623282			ENSG00000111906
EPHA7	93949738	94129265			ENSG00000135333
HEY2	126068810	126082415			ENSG00000135547
NCOA7	126102307	126252266			ENSG00000111912
GPSM3	32158543	32163300			ENSG00000213654
NOTCH4	32162620	32191844			ENSG00000204301
MANEA	96025419	96057333			ENSG00000172469
FUT9	96463860	96663488			ENSG00000172461
TUBB	30687978	30693203			ENSG00000196230
UFL1	96969471	97003152			ENSG00000014123
KCNQ5	73331520	73908574			ENSG00000185760
HINT3	126277927	126301387			ENSG00000111911
RP11-257K9.8	73919469	73972919			ENSG00000243501
TRMT11	126307576	126360422			ENSG00000066651
KHDC1L	73933267	73935493			ENSG00000256980
FHL5	97010424	97064512			ENSG00000112214
KHDC1	73951037	74020088			ENSG00000135314
C6orf10	32256303	32339684			ENSG00000204296
GPR63	97242002	97285353			ENSG00000112218
NDUFAF4	97337189	97345757	 MITOCHONDRIAL COMPLEX I DEFICIENCY	252010	ENSG00000123545
DPPA5	74062785	74064018			ENSG00000203909
KHDC3L	74072400	74073894	 HYDATIDIFORM MOLE, RECURRENT, 2; HYDM2	614293	ENSG00000203908
OOEP	74078278	74104856			ENSG00000203907
KLHL32	97372605	97588630			ENSG00000186231
CENPW	126661320	126670021			ENSG00000203760
DDX43	74104471	74127292			ENSG00000080007
RSPO3	127439749	127518910			ENSG00000146374
MMS22L	97590037	97731093			ENSG00000146263
BTNL2	32361740	32374905	 SARCOIDOSIS, SUSCEPTIBILITY TO, 2; SS2	612387	ENSG00000204290
RNF146	127587755	127609712			ENSG00000118518
MB21D1	74123238	74161999			ENSG00000164430
HLA-DRA	32407619	32412823	 HEPATITIS B VIRUS, SUSCEPTIBILITY TO	610424	ENSG00000204287
FLOT1	30695486	30710510			ENSG00000137312
MTO1	74171301	74218959	 COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 10; COXPD10	614702	ENSG00000135297
HLA-DRB5	32485120	32498064			ENSG00000198502
POU3F2	99282580	99286660			ENSG00000184486
HLA-DRB1	32546546	32557625	 HEPATITIS C VIRUS, SUSCEPTIBILITY TO	609532	ENSG00000196126
HLA-DRB1	32546546	32557625	 SARCOIDOSIS, SUSCEPTIBILITY TO, 1; SS1	181000	ENSG00000196126
FBXL4	99316420	99395849			ENSG00000112234
ECHDC1	127609855	127664754			ENSG00000093144
FAXC	99719045	99797938			ENSG00000146267
HLA-DQA1	32595956	32614839			ENSG00000196735
COQ3	99817276	99842080			ENSG00000132423
IER3	30710976	30712331			ENSG00000137331
SOGA3	127759551	127840500			ENSG00000214338
SOGA3	127759551	127840146			ENSG00000255330
HLA-DQB1	32627244	32636160			ENSG00000179344
KIAA0408	127761488	127780536			ENSG00000189367
C6orf58	127840600	127912962			ENSG00000184530
HLA-DQA2	32709119	32714992			ENSG00000237541
HLA-DQB2	32723875	32731311			ENSG00000232629
THEMIS	128029217	128239776			ENSG00000172673
HLA-DOB	32780540	32784825			ENSG00000241106
EEF1A1	74225473	74233520			ENSG00000156508
DDR1	30844198	30867933			ENSG00000204580
TAP2	32781544	32806599			ENSG00000250264
TAP2	32789610	32806557	 BARE LYMPHOCYTE SYNDROME, TYPE I	604571	ENSG00000204267
PTPRK	128289924	128841870			ENSG00000152894
LAMA2	129204342	129837714	 MUSCULAR DYSTROPHY, CONGENITAL MEROSIN-DEFICIENT, 1A; MDC1A	607855	ENSG00000196569
PSMB8	32808494	32812480	 AUTOINFLAMMATION, LIPODYSTROPHY, AND DERMATOSIS SYNDROME; ALDD	256040	ENSG00000204264
PSMB9	32811913	32827362			ENSG00000240065
TAP1	32812986	32821755	 BARE LYMPHOCYTE SYNDROME, TYPE I	604571	ENSG00000168394
ARHGAP18	129897277	130031370			ENSG00000146376
TMEM244	130152389	130182692			ENSG00000203756
HLA-DMB	32902406	32908847			ENSG00000242574
L3MBTL3	130334844	130462594			ENSG00000198945
XXbac-BPG181M17.5	32905141	32920899			ENSG00000248993
HLA-DMA	32916390	32936871			ENSG00000204257
BRD2	32936437	32949282			ENSG00000204256
SAMD3	130465460	130686570			ENSG00000164483
TMEM200A	130686879	130764208			ENSG00000164484
SMLR1	131148546	131158275			ENSG00000256162
HLA-DOA	32971955	32977389			ENSG00000204252
HLA-DPA1	33032346	33048552			ENSG00000231389
EPB41L2	131160487	131384462			ENSG00000079819
HLA-DPB1	33043703	33054978			ENSG00000223865
GTF2H4	30875961	30881883			ENSG00000213780
VARS2	30876019	30894236			ENSG00000137411
COL11A2	33130458	33160276	 FIBROCHONDROGENESIS 2; FBCG2	614524	ENSG00000204248
COL11A2	33130458	33160276	 DEAFNESS, AUTOSOMAL RECESSIVE 53; DFNB53	609706	ENSG00000204248
COL11A2	33130458	33160276	 DEAFNESS, AUTOSOMAL DOMINANT 13; DFNA13	601868	ENSG00000204248
COL11A2	33130458	33160276	 WEISSENBACHER-ZWEYMULLER SYNDROME; WZS	277610	ENSG00000204248
COL11A2	33130458	33160276	 OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA; OSMED	215150	ENSG00000204248
COL11A2	33130458	33160276	 STICKLER SYNDROME, TYPE III; STL3	184840	ENSG00000204248
AKAP7	131456806	131604675			ENSG00000118507
ARG1	131894284	131905472	 ARGININEMIA	207800	ENSG00000118520
MED23	131895106	131949369	 MENTAL RETARDATION, AUTOSOMAL RECESSIVE 18; MRT18	614249	ENSG00000112282
SFTA2	30899130	30899952			ENSG00000196260
DPCR1	30908749	30921998			ENSG00000168631
MUC21	30951495	30957680			ENSG00000204544
MUC22	30978251	31003179			ENSG00000261272
C6orf15	31079000	31080336			ENSG00000204542
PSORS1C1	31082527	31107869			ENSG00000204540
CDSN	31082867	31088223	 PEELING SKIN SYNDROME	270300	ENSG00000204539
CDSN	31082867	31088223	 HYPOTRICHOSIS 2; HYPT2	146520	ENSG00000204539
PSORS1C2	31105313	31107127			ENSG00000204538
ENPP3	131949582	132068553			ENSG00000154269
RXRB	33161365	33168630			ENSG00000204231
CCHCR1	31110216	31126015			ENSG00000204536
OR2A4	132021520	132022635			ENSG00000180658
CTAGE9	132029581	132032206			ENSG00000236761
ENPP1	132129156	132216295	 HYPOPHOSPHATEMIC RICKETS, AUTOSOMAL RECESSIVE, 2; ARHR2	613312	ENSG00000197594
ENPP1	132129156	132216295	 OSSIFICATION OF THE POSTERIOR LONGITUDINAL LIGAMENT OF SPINE; OPLL	602475	ENSG00000197594
ENPP1	132129156	132216295	 ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 1; GACI1	208000	ENSG00000197594
ENPP1	132129156	132216295	 DIABETES MELLITUS, NONINSULIN-DEPENDENT; NIDDM	125853	ENSG00000197594
SLC39A7	33168222	33172216			ENSG00000112473
CTGF	132269316	132272513			ENSG00000118523
MOXD1	132617194	132722684			ENSG00000079931
STX7	132767006	132834337			ENSG00000079950
TAAR9	132859429	132860470			ENSG00000237110
TAAR8	132873832	132874860			ENSG00000146385
TAAR6	132891461	132892498			ENSG00000146383
TAAR5	132909731	132910877			ENSG00000135569
TAAR2	132938161	132945414			ENSG00000146378
TAAR1	132966123	132967142			ENSG00000146399
VNN1	133002729	133035188			ENSG00000112299
VNN3	133043926	133055904			ENSG00000093134
TCF19	31126319	31134936			ENSG00000137310
VNN2	133065009	133084598			ENSG00000112303
SLC18B1	133090509	133119701			ENSG00000146409
POU5F1	31132119	31148508			ENSG00000204531
RPS12	133135580	133138703			ENSG00000112306
EYA4	133561736	133853258	 CARDIOMYOPATHY, DILATED, 1J; CMD1J	605362	ENSG00000112319
EYA4	133561736	133853258	 DEAFNESS, AUTOSOMAL DOMINANT 10; DFNA10	601316	ENSG00000112319
HCG27	31165537	31171745			ENSG00000206344
HLA-C	31236526	31239907	 PSORIASIS SUSCEPTIBILITY 1; PSORS1	177900	ENSG00000204525
TCF21	134210276	134216691			ENSG00000118526
TBPL1	134273308	134311570			ENSG00000028839
HLA-B	31321649	31324965	 SEVERE CUTANEOUS ADVERSE REACTION, SUSCEPTIBILITY TO	608579	ENSG00000234745
HLA-B	31321649	31324965	 SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1; SPDA1	106300	ENSG00000234745
SLC2A12	134309835	134373774			ENSG00000146411
SGK1	134490384	134639250			ENSG00000118515
MICA	31371356	31383092	 PSORIATIC ARTHRITIS, SUSCEPTIBILITY TO	607507	ENSG00000204520
MICA	31371356	31383092	 PSORIASIS SUSCEPTIBILITY 1; PSORS1	177900	ENSG00000204520
MICB	31462658	31478901	 RHEUMATOID ARTHRITIS; RA	180300	ENSG00000204516
MCCD1	31496494	31498009			ENSG00000204511
ATP6V1G2-DDX39B	31497996	31514385			ENSG00000254870
DDX39B	31497996	31510225			ENSG00000198563
ATP6V1G2	31512239	31516204			ENSG00000213760
NFKBIL1	31514647	31526606	 RHEUMATOID ARTHRITIS; RA	180300	ENSG00000204498
LTA	31539831	31542101	 LEPROSY, SUSCEPTIBILITY TO, 4; LPRS4	610988	ENSG00000226979
LTA	31539831	31542101	 PSORIATIC ARTHRITIS, SUSCEPTIBILITY TO	607507	ENSG00000226979
TNF	31543344	31546113	 MALARIA, SUSCEPTIBILITY TO	611162	ENSG00000232810
TNF	31543344	31546113	 HEPATITIS B VIRUS, SUSCEPTIBILITY TO	610424	ENSG00000232810
TNF	31543344	31546113	 PSORIATIC ARTHRITIS, SUSCEPTIBILITY TO	607507	ENSG00000232810
LTB	31548302	31550299			ENSG00000227507
LST1	31553901	31556686			ENSG00000204482
NCR3	31556672	31560762	 MALARIA, MILD, SUSCEPTIBILITY TO	609148	ENSG00000204475
AIF1	31582961	31584798			ENSG00000204472
PRRC2A	31588497	31605548			ENSG00000204469
BAG6	31606805	31620482			ENSG00000204463
APOM	31620193	31625987			ENSG00000204444
C6orf47	31626075	31628549			ENSG00000204439
GPANK1	31629006	31634060			ENSG00000204438
CSNK2B	31633013	31638120			ENSG00000204435
