Associated Gene Name	Gene Start (bp)	Gene End (bp)	MIM Morbid Description	MIM Morbid Accession	Ensembl Gene ID
RP1-234P15.4	75285014	75297003			ENSG00000225793
RP1-20N2.7	143386581	143387409			ENSG00000270655
SENP6	75601509	75718278			ENSG00000112701
RP3-393E18.2	159586955	159589169			ENSG00000237927
RP11-2J18.1	156976294	156977072			ENSG00000218596
RP11-230C9.2	156776360	156778422			ENSG00000271551
RP1-137K2.2	157107727	157119706			ENSG00000233044
LTV1	143843344	143863812			ENSG00000135521
RP11-230C9.3	156780327	156780455			ENSG00000270487
MKRNP2	35443044	35449866			ENSG00000227154
SMIM13	11094033	11138733			ENSG00000224531
ITPR3	33620365	33696574			ENSG00000096433
RP11-524C21.2	22220781	22222395			ENSG00000261568
PBOV1	138215986	138218491			ENSG00000254440
RP3-527G5.1	4345743	4347037			ENSG00000231811
OR4F7P	170639606	170640536			ENSG00000217874
ARID1B	156777374	157210779	MENTAL RETARDATION, AUTOSOMAL DOMINANT 12; MRD12	614562	ENSG00000049618
PRR3	30556886	30563723			ENSG00000204576
WBP1LP8	170651012	170651338			ENSG00000273640
XX-C2158C12.1	170695313	170696950			ENSG00000234986
LYRM2	89568144	89638753			ENSG00000083099
HCG20	30766825	30792250			ENSG00000228022
PSMG4	3231403	3303373			ENSG00000180822
ERVFRD-1	11102489	11111732			ENSG00000244476
LINC00243	30798654	30830659			ENSG00000214894
XXbac-BPG27H4.8	30839526	30848159			ENSG00000237923
GPX5	28525925	28534952			ENSG00000224586
PHACTR2	143536845	143831185			ENSG00000112419
EFHC1	52420308	52495785	EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1; EJA1;;JAE1	607631	ENSG00000096093
EFHC1	52420308	52495785	EPILEPSY, MYOCLONIC JUVENILE; EJM;;MYOCLONIC EPILEPSY, JUVENILE; JME;;PETIT MAL, IMPULSIVE;;JANZ SYNDROMEMYOCLONIC EPILEPSY, JUVENILE, SUSCEPTIBILITY TO, 1, INCLUDED; EJM1,INCLUDED	254770	ENSG00000096093
PRRC2A	31620720	31637771			ENSG00000204469
DDR1-AS1	30866982	30875918			ENSG00000237775
RP1-134E15.3	106100140	106100593			ENSG00000269919
MTCO3P1	32706124	32706955			ENSG00000235040
RP5-1112D6.8	111309203	111313517			ENSG00000272356
RP3-415N12.1	111494991	111495713			ENSG00000220506
MPC1	166364919	166383013	MITOCHONDRIAL PYRUVATE CARRIER DEFICIENCY; MPYCD	614741	ENSG00000060762
TRAF3IP2-AS1	111483511	111598302			ENSG00000231889
RP11-274H24.1	4491807	4495769			ENSG00000260239
ADAT2	143422832	143450673			ENSG00000189007
LPA	160531483	160664259			ENSG00000198670
TFAP2D	50713828	50772988			ENSG00000008197
CMTR1	37433219	37482827			ENSG00000137200
DYNLT1	158636474	158644739			ENSG00000146425
FBXO5	152970519	152983579			ENSG00000112029
TFB1M	155257509	155314493			ENSG00000029639
RP1-67K17.3	142748443	142753759			ENSG00000233138
SLC22A23	3268962	3457022			ENSG00000137266
RP11-16C18.3	89560875	89567044			ENSG00000237027
RP1-21P18.1	4529722	4530008			ENSG00000270695
RP4-529N6.2	4599287	4602420			ENSG00000260673
RP4-529N6.1	4610656	4611304			ENSG00000205444
PSMC1P11	4702463	4703779			ENSG00000217385
MRPS18B	30617709	30626395			ENSG00000204568
HSPE1P21	133510386	133510693			ENSG00000238059
HIVEP2	142751467	142945201			ENSG00000010818
RP11-704J17.5	133540784	133541174			ENSG00000272428
RP1-276J11.2	121381472	121381860			ENSG00000220447
RP1-276J11.3	121389324	121390357			ENSG00000272714
PTPRK	127968779	128520674			ENSG00000152894
GABBR1	29555629	29633976			ENSG00000204681
PPP1R2P1	32879171	32879848			ENSG00000234515
HLA-Z	32896416	32896490			ENSG00000235301
CLDN20	155264013	155276548			ENSG00000171217
XXbac-BPG254F23.7	32718005	32719170			ENSG00000232080
TBC1D32	121079494	121334745			ENSG00000146350
RP11-500C11.3	17706257	17707344			ENSG00000272269
FCF1P5	111353702	111354183			ENSG00000220392
GLP1R	39048798	39087743			ENSG00000112164
ADGRF2	47656436	47697797			ENSG00000164393
RFX6	116877212	116932163	MITCHELL-RILEY SYNDROME; MTCHRS;;DIABETES, NEONATAL, WITH PANCREATIC HYPOPLASIA, INTESTINAL ATRESIA,AND GALLBLADDER APLASIA OR HYPOPLASIA	615710	ENSG00000185002
COL11A2	33162681	33192499	FIBROCHONDROGENESIS 2; FBCG2	614524	ENSG00000204248
COL11A2	33162681	33192499	DEAFNESS, AUTOSOMAL RECESSIVE 53; DFNB53	609706	ENSG00000204248
COL11A2	33162681	33192499	DEAFNESS, AUTOSOMAL DOMINANT 13; DFNA13	601868	ENSG00000204248
COL11A2	33162681	33192499	WEISSENBACHER-ZWEYMULLER SYNDROME; WZS;;PIERRE ROBIN SYNDROME WITH FETAL CHONDRODYSPLASIA	277610	ENSG00000204248
COL11A2	33162681	33192499	OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA; OSMED;;CHONDRODYSTROPHY WITH SENSORINEURAL DEAFNESS;;NANCE-INSLEY SYNDROME;;NANCE-SWEENEY CHONDRODYSPLASIA	215150	ENSG00000204248
COL11A2	33162681	33192499	STICKLER SYNDROME, TYPE III; STL3;;STICKLER SYNDROME, NONOCULAR TYPE	184840	ENSG00000204248
TRAF3IP2	111556454	111606278	CANDIDIASIS, FAMILIAL, 8; CANDF8;;CANDIDIASIS, FAMILIAL CHRONIC MUCOCUTANEOUS, AUTOSOMAL RECESSIVE	615527	ENSG00000056972
TRAF3IP2	111556454	111606278	PSORIASIS 13, SUSCEPTIBILITY TO; PSORS13	614070	ENSG00000056972
RP1-121G13.3	100530276	100531052			ENSG00000220695
NUP153	17615035	17706834			ENSG00000124789
ADGRF4	47685864	47722021			ENSG00000153294
MAP3K7	90513573	90587045			ENSG00000135341
RP3-509I19.1	138822747	138823799			ENSG00000225415
ASCC3	100508194	100881372			ENSG00000112249
NRM	30688047	30691420			ENSG00000137404
RP1-257A15.1	163042557	163054161			ENSG00000225437
RP3-335N17.2	51599723	51622884			ENSG00000228689
RP3-472M2.2	154845074	154845620			ENSG00000218757
RP11-477D19.2	155253139	155256724			ENSG00000235381
PACRG	162727132	163315492	LEPROSY, SUSCEPTIBILITY TO, 2; LPRS2	607572	ENSG00000112530
MLLT4-AS1	167823876	167826709			ENSG00000198221
RP1-66H9.1	155004835	155005318			ENSG00000274451
GNL1	30541377	30557174			ENSG00000204590
RP1-67K17.4	142788123	142794086			ENSG00000237851
RP11-385F7.1	47477243	47477572			ENSG00000270761
RCN1P1	87121693	87122688			ENSG00000215477
IRAK1BP1	78867472	78946440			ENSG00000146243
RP11-296E7.1	80064286	80070199			ENSG00000218418
HLA-DPB2	33112451	33129084			ENSG00000224557
SLC22A3	160348268	160452581			ENSG00000146477
GSTA7P	52739590	52744656			ENSG00000237674
SRF	43171299	43181507			ENSG00000112658
RPL37P15	70098390	70098676			ENSG00000216365
COL19A1	69866571	70209976			ENSG00000082293
AK4P5	80077729	80078362			ENSG00000217377
DLL1	170282206	170306565			ENSG00000198719
IFITM4P	29750729	29751148			ENSG00000235821
HLA-DPA3	33131216	33143325			ENSG00000237398
RP11-61I13.3	39881804	39900071			ENSG00000235033
AGER	32180968	32184324			ENSG00000204305
GSTA2	52750089	52763569			ENSG00000244067
C6orf136	30647039	30653210			ENSG00000204564
HCG24	33144783	33147767			ENSG00000230313
PSORS1C3	31173735	31177899			ENSG00000204528
TUBB8P2	143436216	143436710			ENSG00000218896
REPS1	138903493	138988261			ENSG00000135597
RP11-477E3.2	79067692	79068138			ENSG00000217512
XXyac-YR38GF2.1	39818751	39823227			ENSG00000281969
GFOD1	13357830	13487662			ENSG00000145990
ZFP57	29672392	29681110	DIABETES MELLITUS, TRANSIENT NEONATAL, 1;;TNDM1;;TNDM;;DMTN	601410	ENSG00000204644
RP5-894D12.4	170297876	170298375			ENSG00000271234
HLA-DRB5	32517343	32530287			ENSG00000198502
RP4-655C5.7	166229334	166229554			ENSG00000280991
RP4-655C5.4	166236969	166256947			ENSG00000233365
GNG5P1	166240290	166240493			ENSG00000213536
CDKN1A	36676460	36687339			ENSG00000124762
C4B-AS1	32032713	32036258			ENSG00000229776
FAM120B	170290703	170407065			ENSG00000112584
RPL7L1	42879618	42889925			ENSG00000146223
PHIP	78935867	79078236			ENSG00000146247
GTF3C6	110958560	110967890			ENSG00000155115
RP11-136K14.3	150650772	150652025			ENSG00000226599
GFOD1-AS1	13486294	13486852			ENSG00000237786
RP1-265C24.8	28136849	28139678			ENSG00000261839
ZSCAN16	28124560	28130082			ENSG00000196812
ZSCAN16-AS1	28121795	28137293			ENSG00000269293
IMPG1	75921115	76072678	MACULAR DYSTROPHY, VITELLIFORM, 4; VMD4	616151	ENSG00000112706
PLEKHG1	150599863	150843665			ENSG00000120278
RP4-655C5.9	166275462	166277077			ENSG00000280850
HLA-DOA	33004178	33009612			ENSG00000204252
PACRG-AS1	163309985	163324530			ENSG00000281692
RP11-136K14.2	150624677	150626086			ENSG00000224029
RP11-136K14.1	150600834	150605850			ENSG00000232891
PDCL3P5	150827663	150828384			ENSG00000213089
RPS4XP7	13521266	13522045			ENSG00000218265
ZNF70P1	33215705	33216328			ENSG00000225463
RP1-71H19.2	57493855	57497691			ENSG00000266579
PRIM2	57314805	57646849			ENSG00000146143
HTATSF1P1	33237799	33239690			ENSG00000223457
RP11-134K13.4	70596438	70596980			ENSG00000271967
XXbac-BPG157A10.21	33246075	33246856			ENSG00000272217
HLA-DQB3	32730758	32731695			ENSG00000226030
VARS	31777518	31795953			ENSG00000204394
XXbac-BPG170G13.32	29751965	29752207			ENSG00000272236
XXbac-BPG170G13.31	29763258	29763392			ENSG00000270896
RP11-134K13.2	70608234	70609334			ENSG00000232389
RP11-456H18.1	11990343	11992012			ENSG00000225102
TUBB2B	3224261	3231730	POLYMICROGYRIA, SYMMETRIC OR ASYMMETRIC; PMGYSA	610031	ENSG00000137285
RP11-505P4.6	73492025	73492742			ENSG00000223821
EHMT2-AS1	31883761	31884204			ENSG00000237080
CRISP1	49834257	49877096			ENSG00000124812
ERMARD	169751622	169781584	PERIVENTRICULAR NODULAR HETEROTOPIA 6; PVNH6	615544	ENSG00000130023
REV3L	111299028	111483715			ENSG00000009413
RP3-340B19.3	35544632	35545669			ENSG00000228559
GRIK2	101398788	102070083	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 6; MRT6	611092	ENSG00000164418
RAET1G	149916878	149923121			ENSG00000203722
MTO1	73461578	73509236	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 10; COXPD10;;CARDIOMYOPATHY, INFANTILE HYPERTROPHIC MITOCHONDRIAL, AND LACTIC ACIDOSIS	614702	ENSG00000135297
RP11-716O23.1	11417350	11481239			ENSG00000233656
RP3-404K8.2	22260424	22317798			ENSG00000260049
CUL9	43182175	43224587			ENSG00000112659
PRL	22287244	22297501			ENSG00000172179
PRKRIRP5	11514192	11516466			ENSG00000218020
RP11-716O23.2	11487226	11515710			ENSG00000242753
RP11-506K6.4	3311662	3313650			ENSG00000272320
ZBTB9	33453970	33457548			ENSG00000213588
C6orf47-AS1	31658329	31660721			ENSG00000227198
PCMT1	149749443	149811420			ENSG00000120265
RP3-340B19.2	35555873	35556264			ENSG00000219023
C6orf47	31658298	31660772			ENSG00000204439
LRRC16A	25279078	25620530			ENSG00000079691
WASF5P	31287510	31288964			ENSG00000231402
XXbac-BPG248L24.10	31307815	31308549			ENSG00000229836
HSP90AB1	44246166	44253888			ENSG00000096384
HLA-C	31268749	31357158	PSORIASIS 1, SUSCEPTIBILITY TO; PSORS1	177900	ENSG00000204525
SSR1P1	150384307	150385120			ENSG00000220598
IYD	150368892	150405969	THYROID DYSHORMONOGENESIS 4; TDH4;;THYROID HORMONOGENESIS, GENETIC DEFECT IN, 4;;HYPOTHYROIDISM, CONGENITAL, DUE TO DYSHORMONOGENESIS, 4;;IODOTYROSINE DEHALOGENASE DEFICIENCY;;DEIODINASE DEFICIENCY	274800	ENSG00000009765
HIVEP1	12008762	12164999			ENSG00000095951
SLC35D3	136922264	136925639			ENSG00000182747
RP11-550C4.6	47729827	47740741			ENSG00000226594
RPL35AP3	136973930	136974217			ENSG00000230350
RP11-472M19.2	56844002	56864078			ENSG00000231441
PGC	41736711	41754109			ENSG00000096088
XXbac-BPG294E21.9	33437363	33454453			ENSG00000274259
PPIAP29	24976419	24976982			ENSG00000214975
RP1-245M18.2	24947880	24948344			ENSG00000217083
RP3-369A17.6	24797373	24809798			ENSG00000282804
PACSIN1	34466061	34535231			ENSG00000124507
RPL17P26	56871191	56871743			ENSG00000216854
RP11-474L11.5	75610958	75611945			ENSG00000217488
RP3-348I23.3	20722328	20723655			ENSG00000225832
RP3-348I23.2	20756103	20800694			ENSG00000233848
NHSL1	138422043	138692571			ENSG00000135540
B3GALT4	33277132	33284832			ENSG00000235863
RP3-425P12.1	25053627	25057073			ENSG00000223623
C6orf229	24797321	24798889			ENSG00000260286
MED20	41905354	41921139			ENSG00000124641
XX-C2158C12.2	170725197	170728488			ENSG00000213863
XX-C2158C6.3	170736173	170737777			ENSG00000225532
XX-C2158C6.1	170735751	170736545			ENSG00000230423
RP11-242F11.2	148017422	148020974			ENSG00000234675
PFDN6	33289302	33298401			ENSG00000204220
RP11-631F7.2	148133809	148137404			ENSG00000230205
CDKAL1	20534457	21232404	DIABETES MELLITUS, NONINSULIN-DEPENDENT; NIDDM;;DIABETES MELLITUS, TYPE II; T2D;;NONINSULIN-DEPENDENT DIABETES MELLITUS;;MATURITY-ONSET DIABETESINSULIN RESISTANCE, SUSCEPTIBILITY TO, INCLUDED;;DIABETES MELLITUS, TYPE 2, PROTECTION AGAINST, INCLUDED	125853	ENSG00000145996
RPL23AP47	170745518	170745977			ENSG00000219814
LY6G6F	31706885	31710595			ENSG00000204424
RP1-30M3.6	24706747	24707151			ENSG00000272402
SYNGAP1	33420070	33457541	MENTAL RETARDATION, AUTOSOMAL DOMINANT 5; MRD5	612621	ENSG00000197283
RP3-325F22.3	136629172	136647999			ENSG00000234263
RP1-30M3.5	24700907	24701793			ENSG00000272345
C6orf62	24704861	24720836			ENSG00000112308
MAP3K5	136557047	136792518			ENSG00000197442
RP1-69D17.4	129526626	129552587			ENSG00000226149
TMEM170B	11538278	11583524			ENSG00000205269
XXbac-BPG32J3.19	31706904	31717918			ENSG00000250641
UBE3D	82892398	83065841			ENSG00000118420
LY6G6E	31711771	31714065			ENSG00000255552
ZKSCAN8	28141910	28159472			ENSG00000198315
ZDHHC20P1	29708125	29708547			ENSG00000233916
C6orf118	165279664	165309607			ENSG00000112539
MDGA1	37630679	37699306			ENSG00000112139
RP3-340B19.5	35607628	35607934			ENSG00000218749
LY6G6D	31715356	31717804			ENSG00000244355
SERPINB6	2948159	2972165	DEAFNESS, AUTOSOMAL RECESSIVE 91; DFNB91	613453	ENSG00000124570
FKBP5	35573585	35728583			ENSG00000096060
XXbac-BPG32J3.20	31686962	31714072			ENSG00000204422
WDR46	33279108	33289527			ENSG00000227057
PRPH2	42696600	42722574			ENSG00000112619
ACOT13	24667035	24705065			ENSG00000112304
HLA-V	29790954	29797811			ENSG00000181126
CYP51A1P3	148478693	148480763			ENSG00000215223
RP11-568A7.1	167208631	167208897			ENSG00000216966
MLIP	53929982	54266280			ENSG00000146147
SASH1	148272304	148552050			ENSG00000111961
HCG4	29791753	29792750			ENSG00000176998
CENPQ	49463378	49493107			ENSG00000031691
ABRACL	139028682	139043302			ENSG00000146386
SLC16A10	111087503	111231194			ENSG00000112394
AGPAT1	32168212	32178096			ENSG00000204310
PPP1R18	30676389	30687895			ENSG00000146112
SOD2	159669057	159762529			ENSG00000112096
SERPINB9P1	2854657	2881407			ENSG00000230438
RGL2	33291654	33299324			ENSG00000237441
CLIC5	45898451	46080395	DEAFNESS, AUTOSOMAL RECESSIVE 103; DFNB103	616042	ENSG00000112782
ARHGAP18	129576132	129710225			ENSG00000146376
C6orf58	127519455	127591817			ENSG00000184530
ADGRG6	142301854	142446266	STATURE AS A QUANTITATIVE TRAITSTATURE QUANTITATIVE TRAIT LOCUS 1, INCLUDED; STQTL1, INCLUDED	606255	ENSG00000112414
ORC3	87590067	87667453			ENSG00000135336
RAB44	36697851	36733183			ENSG00000255587
XXbac-BPG258E24.10	29036021	29076524			ENSG00000277661
OR2W1	29044213	29045240			ENSG00000204704
OR2P1P	29071824	29072599			ENSG00000236909
ZC2HC1B	143864436	143938356			ENSG00000118491
ABHD16A	31686949	31703444			ENSG00000204427
RP11-436I24.1	143554325	143562031			ENSG00000235740
RP3-431A14.4	36737050	36737986			ENSG00000220349
RP3-468K18.7	143857318	143938471			ENSG00000280148
RP3-468K18.5	143807092	143844617			ENSG00000257065
RP3-468K18.6	143858062	143858689			ENSG00000270890
SRPK1	35832966	35921342			ENSG00000096063
RPS3AP23	141635650	141636503			ENSG00000218351
RP11-95M15.2	137705423	137707201			ENSG00000220412
RP11-35J1.1	76522451	76593623			ENSG00000236635
SESN1	108986437	109094819			ENSG00000080546
RP11-35J1.2	76561328	76562590			ENSG00000280511
RP11-356I2.1	137730170	137738983			ENSG00000234956
CD164	109366514	109382559			ENSG00000135535
RP11-631F7.1	148237585	148283408			ENSG00000224658
RP11-428F8.2	111227747	111259034			ENSG00000231046
PRR18	166305300	166308448			ENSG00000176381
RP11-354K4.1	76660486	76662770			ENSG00000231762
RP11-679B17.2	11607552	11607981			ENSG00000271897
SERPINB9	2887266	2903280			ENSG00000170542
RP1-149L1.1	70222758	70242156			ENSG00000253809
XXbac-BPG248L24.12	31356647	31357637			ENSG00000271581
XXbac-BPG248L24.13	31293908	31301642			ENSG00000256166
COL9A1	70215061	70303083	EPIPHYSEAL DYSPLASIA, MULTIPLE, 6; EDM6	614135	ENSG00000112280
COL9A1	70215061	70303083	STICKLER SYNDROME, TYPE IV; STL4	614134	ENSG00000112280
USP8P1	31275572	31278754			ENSG00000214892
RP3-467N11.1	100881471	100882987			ENSG00000260000
RP11-568A7.3	167237508	167240480			ENSG00000231720
RP11-568A7.4	167228300	167237511			ENSG00000280707
RP5-874C20.7	28315613	28315883			ENSG00000273712
RP3-467N11.2	100889603	100890338			ENSG00000270987
RP5-874C20.6	28319660	28319852			ENSG00000270326
TDP2	24649977	24667033			ENSG00000111802
ATP6V0CP3	42727234	42727700			ENSG00000213435
HIST1H2AE	26216975	26217367			ENSG00000277075
RP11-456H18.2	12007670	12008856			ENSG00000229896
RP11-420L9.2	3754099	3754840			ENSG00000219992
LCA5	79484991	79537458	LEBER CONGENITAL AMAUROSIS 5; LCA5	604537	ENSG00000135338
RP3-330M21.5	43213801	43223860			ENSG00000245261
TPD52L1	125119049	125264407			ENSG00000111907
RP11-445L13__B.3	82932601	82938677			ENSG00000227215
TBCC	42744481	42746096			ENSG00000124659
LAP3P1	82924829	82925122			ENSG00000220091
RP11-76H14.2	86897118	86897421			ENSG00000217769
RP11-787I22.3	108998482	108999125			ENSG00000271730
RP11-76H14.5	86897547	86897683			ENSG00000220240
FAM50B	3849386	3851317			ENSG00000145945
RP11-420L9.4	3831933	3855737			ENSG00000238158
HTR1E	86937306	87016683			ENSG00000168830
RPL7P29	86970466	86971193			ENSG00000214457
MTHFD2P2	87000045	87000291			ENSG00000217169
KCNK17	39299001	39314553			ENSG00000124780
RCC2P7	56431950	56433213			ENSG00000220666
RP1-32B1.4	135259996	135260933			ENSG00000224374
RP11-210H10__A.1	118757518	118783420			ENSG00000225549
RP3-435K13.1	84966397	84966625			ENSG00000216523
RP3-455E7.1	85155667	85167749			ENSG00000220291
RP1-161C16.1	85257328	85257694			ENSG00000216902
RNF217	124962545	125092633			ENSG00000146373
BTN2A3P	26421391	26432383			ENSG00000124549
RP11-448N11.3	62611153	62611327			ENSG00000262566
RP11-568A7.2	167241891	167245916			ENSG00000228648
ETV7	36354091	36387800			ENSG00000010030
EPB41L2	130839347	131063322			ENSG00000079819
ZC3H12D	149446795	149485061			ENSG00000178199
CLNS1AP1	54485169	54485850			ENSG00000213335
RP1-151F17.1	16761138	16762652			ENSG00000229931
RP3-334F4.2	54602487	54603150			ENSG00000216347
ATXN1	16299112	16761491	SPINOCEREBELLAR ATAXIA 1; SCA1;;SPINOCEREBELLAR ATROPHY I;;OLIVOPONTOCEREBELLAR ATROPHY I; OPCA I; OPCA1;;CEREBELLOPARENCHYMAL DISORDER I; CPD1;;MENZEL TYPE OPCA;;OLIVOPONTOCEREBELLAR ATROPHY IV; OPCA IV; OPCA4;;SCHUT-HAYMAKER TYPE OPCA	164400	ENSG00000124788
HLA-DQB1-AS1	32659880	32660729			ENSG00000223534
RP11-697G4.4	108551018	108551207			ENSG00000271608
RP11-486M3.3	154542552	154542740			ENSG00000275419
HLA-DQB1	32659467	32668383			ENSG00000179344
RNF217-AS1	124909093	124963039			ENSG00000236548
NOX3	155395370	155455903			ENSG00000074771
RP11-486M3.2	154549517	154550242			ENSG00000220181
RP1-62D2.4	11015586	11015888			ENSG00000274541
ELOVL2	10980759	11044314			ENSG00000197977
PTCHD4	47878028	48068689			ENSG00000244694
ERHP2	54016479	54016777			ENSG00000218143
ELOVL2-AS1	11043524	11078226			ENSG00000230314
FOXO3	108559835	108684774			ENSG00000118689
MLIP-AS1	53978549	54079726			ENSG00000235050
EYS	63719980	65707225	RETINITIS PIGMENTOSA 25; RP25	602772	ENSG00000188107
DDX39BP2	29993209	29993605			ENSG00000238024
HLA-W	29956596	29958570			ENSG00000235290
TCP1	159778498	159789749			ENSG00000120438
SLC25A6P6	70663502	70664279			ENSG00000218870
ZNRD1	30058899	30064909			ENSG00000066379
SUMO2P8	108618000	108618285			ENSG00000228976
LINC00222	108751654	108769942			ENSG00000203801
MLIP-IT1	53998890	54007152			ENSG00000236996
RSPH4A	116616479	116632985	CILIARY DYSKINESIA, PRIMARY, 11; CILD11;;CILIARY DYSKINESIA, PRIMARY, 11, WITHOUT SITUS INVERSUS	612649	ENSG00000111834
RP11-411K7.1	53930022	53997667			ENSG00000236740
ZSCAN31	28324693	28356271			ENSG00000235109
TREML1	41149342	41154337			ENSG00000161911
NHEG1	136982165	136993234			ENSG00000225391
DEF6	35297852	35321771			ENSG00000023892
RP11-204P2.3	136995170	136999504			ENSG00000235399
ACTG1P18	101430411	101431553			ENSG00000218475
OR2B2	27911185	27912396			ENSG00000168131
RP3-430A16.1	4774526	4775408			ENSG00000236336
CDYL	4706159	4955551			ENSG00000153046
HNRNPA3P4	48149203	48150005			ENSG00000226068
RP1-232P20.1	5451683	5458075			ENSG00000269985
RP3-520B18.1	5291030	5291388			ENSG00000220446
HNRNPA1P37	5609227	5610195			ENSG00000218574
RP1-256G22.2	5664985	5695272			ENSG00000270174
FARS2	5261044	5771580	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 14; COXPD14	614946	ENSG00000145982
RPS4XP8	154576309	154577079			ENSG00000219146
EZR	158765741	158819412			ENSG00000092820
MCCD1P2	29994437	29995314			ENSG00000224312
MICD	29970801	29972464			ENSG00000229390
DDX39BP1	29906543	29906909			ENSG00000233677
RP3-399L15.1	114477350	114488752			ENSG00000232395
RP3-399L15.2	114523451	114535875			ENSG00000226079
RPL5P21	129756298	129757112			ENSG00000218689
RP11-134L4.2	154605616	154605954			ENSG00000231316
RP3-425C14.4	122436789	122439223			ENSG00000279453
KRT18P64	85287789	85289007			ENSG00000213211
RP11-30P6.1	85286076	85290849			ENSG00000217060
RP11-30P6.6	85387219	85390186			ENSG00000234155
DUTP5	85426657	85427125			ENSG00000216439
RP11-360O19.1	10514282	10514973			ENSG00000216359
GCNT2	10492223	10629368	BLOOD GROUP, I SYSTEM; Ii;;I BLOOD GROUP SYSTEM;;Ii BLOOD GROUP SYSTEMADULT i PHENOTYPE, INCLUDED	110800	ENSG00000111846
SERINC1	122443354	122471822			ENSG00000111897
RP3-354N19.1	119159297	119159476			ENSG00000220139
RP3-428L16.2	160990318	160992342			ENSG00000272841
FUNDC2P3	146171315	146171847			ENSG00000187103
RP1-131F15.3	131910191	131911527			ENSG00000280058
RP11-69I8.2	131901963	131920565			ENSG00000236673
RP11-342L8.2	79552794	79553160			ENSG00000261970
RP3-425C14.6	122454358	122454612			ENSG00000275339
GRM1	146027646	146437598	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 13; SCAR13	614831	ENSG00000152822
RPS24P12	107229759	107230152			ENSG00000220237
HLA-DQA2	32741342	32747215			ENSG00000237541
PDSS2	107152557	107459564	COENZYME Q10 DEFICIENCY, PRIMARY, 3; COQ10D3	614652	ENSG00000164494
PRRT1	32148359	32154373			ENSG00000204314
RP11-300D11.3	107192300	107192573			ENSG00000276620
LYPLA1P3	71165076	71165770			ENSG00000218350
RP11-177G23.2	79561132	79561602			ENSG00000272137
RP11-177G23.1	79573877	79575530			ENSG00000279659
RP11-174C7.1	129783769	129784045			ENSG00000219666
RCAN2	46220736	46491972			ENSG00000172348
PPT2-EGFL8	32153845	32171978			ENSG00000258388
RP11-378G13.2	83392416	83393409			ENSG00000219951
UQCRHP1	31611083	31611356			ENSG00000230622
SH3BGRL2	79631283	79703659			ENSG00000198478
ME1	83210389	83431071			ENSG00000065833
RP1-131F15.2	131825981	131828413			ENSG00000237115
RP3-323K23.3	131819803	131820091			ENSG00000219532
ENPP1	131808016	131895155	COLE DISEASE; COLED;;GUTTATE HYPOPIGMENTATION AND PUNCTATE PALMOPLANTAR KERATODERMA WITHOR WITHOUT ECTOPIC CALCIFICATION	615522	ENSG00000197594
ENPP1	131808016	131895155	HYPOPHOSPHATEMIC RICKETS, AUTOSOMAL RECESSIVE, 2; ARHR2	613312	ENSG00000197594
ENPP1	131808016	131895155	OSSIFICATION OF THE POSTERIOR LONGITUDINAL LIGAMENT OF SPINE; OPLL	602475	ENSG00000197594
ENPP1	131808016	131895155	ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 1; GACI1;;GACI;;IDIOPATHIC INFANTILE ARTERIAL CALCIFICATION; IIAC;;ARTERIAL CALCIFICATION, IDIOPATHIC INFANTILE;;ARTERIOPATHY, OCCLUSIVE INFANTILECORONARY SCLEROSIS, MEDIAL, OF INFANCY, INCLUDED	208000	ENSG00000197594
ENPP1	131808016	131895155	DIABETES MELLITUS, NONINSULIN-DEPENDENT; NIDDM;;DIABETES MELLITUS, TYPE II; T2D;;NONINSULIN-DEPENDENT DIABETES MELLITUS;;MATURITY-ONSET DIABETESINSULIN RESISTANCE, SUSCEPTIBILITY TO, INCLUDED;;DIABETES MELLITUS, TYPE 2, PROTECTION AGAINST, INCLUDED	125853	ENSG00000197594
LHFPL5	35805293	35833874	DEAFNESS, AUTOSOMAL RECESSIVE 67; DFNB67	610265	ENSG00000197753
ACAT2	159760328	159779055			ENSG00000120437
CRISP3	49727384	49744437			ENSG00000096006
RP11-474L11.3	75586122	75586461			ENSG00000220730
RP11-397G5.2	110923566	110924107			ENSG00000219329
B3GALNT2P1	129800908	129802214			ENSG00000218725
RP11-462G2.1	70394887	70399417			ENSG00000237643
RP1-225E12.2	139144204	139239653			ENSG00000231329
XXbac-BPGBPG55C20.1	57855891	57856468			ENSG00000272541
XXbac-BPGBPG55C20.3	57902609	57903148			ENSG00000271761
RP11-174C7.3	129819637	129820170			ENSG00000219302
XXbac-BPGBPG55C20.2	57908560	57913911			ENSG00000272316
TMEM244	129831244	129861547			ENSG00000203756
EZR-AS1	158818011	158820593			ENSG00000233893
RP11-795J1.2	46438310	46438619			ENSG00000226541
RP1-249I4.2	109826522	109828785			ENSG00000232311
RP1-69B13.2	146364931	146365494			ENSG00000216811
HECA	139135112	139180802			ENSG00000112406
RP11-360O19.4	10511036	10514546			ENSG00000237685
